map,day,month,year,date,wait_time_s,match_time_s,team_a_rounds,team_b_rounds,ping,kills,assists,deaths,mvps,hs_percent,points,result
Mirage,10.0,6.0,2017.0,10/6/2017,90.0,2461.0,12.0,16.0,91.0,21.0,3.0,18.0,3.0,14.0,58.0,Win
Dust II,9.0,6.0,2017.0,9/6/2017,89.0,1471.0,2.0,16.0,97.0,7.0,5.0,11.0,2.0,28.0,24.0,Win
Dust II,9.0,6.0,2017.0,9/6/2017,210.0,2480.0,16.0,9.0,94.0,26.0,4.0,12.0,5.0,22.0,67.0,Win
Dust II,8.0,6.0,2017.0,8/6/2017,101.0,2236.0,16.0,8.0,94.0,16.0,5.0,19.0,3.0,37.0,42.0,Lost
Dust II,8.0,6.0,2017.0,8/6/2017,167.0,2557.0,16.0,14.0,92.0,25.0,6.0,16.0,6.0,16.0,62.0,Win
Dust II,8.0,6.0,2017.0,8/6/2017,43.0,1548.0,2.0,16.0,93.0,7.0,3.0,18.0,0.0,42.0,17.0,Lost
Mirage,8.0,6.0,2017.0,8/6/2017,146.0,2289.0,16.0,6.0,96.0,10.0,4.0,19.0,1.0,10.0,28.0,Lost
Cache,8.0,6.0,2017.0,8/6/2017,73.0,3091.0,15.0,15.0,90.0,9.0,4.0,17.0,0.0,44.0,26.0,Tie
Cache,7.0,6.0,2017.0,7/6/2017,48.0,2295.0,8.0,16.0,87.0,12.0,2.0,20.0,1.0,16.0,30.0,Lost
Mirage,6.0,6.0,2017.0,6/6/2017,264.0,2648.0,11.0,16.0,94.0,23.0,6.0,19.0,1.0,17.0,58.0,Lost
Cache,6.0,6.0,2017.0,6/6/2017,98.0,2106.0,6.0,16.0,0.0,8.0,2.0,9.0,1.0,37.0,18.0,Lost
Cache,5.0,6.0,2017.0,5/6/2017,47.0,2479.0,16.0,9.0,90.0,18.0,6.0,16.0,2.0,11.0,53.0,Lost
Dust II,3.0,6.0,2017.0,3/6/2017,13.0,2364.0,9.0,16.0,153.0,15.0,5.0,20.0,0.0,40.0,38.0,Lost
Dust II,2.0,6.0,2017.0,2/6/2017,118.0,2096.0,16.0,8.0,86.0,16.0,5.0,18.0,2.0,37.0,38.0,Lost
Dust II,2.0,6.0,2017.0,2/6/2017,64.0,2147.0,6.0,16.0,193.0,23.0,6.0,14.0,4.0,21.0,59.0,Win
Dust II,2.0,6.0,2017.0,2/6/2017,10.0,2743.0,15.0,15.0,91.0,18.0,6.0,23.0,4.0,27.0,46.0,Tie
Cache,1.0,6.0,2017.0,1/6/2017,42.0,2386.0,16.0,6.0,95.0,10.0,7.0,20.0,0.0,20.0,31.0,Lost
Dust II,31.0,5.0,2017.0,31/5/2017,51.0,2344.0,16.0,8.0,93.0,17.0,3.0,19.0,0.0,17.0,38.0,Lost
Dust II,31.0,5.0,2017.0,31/5/2017,18.0,1706.0,16.0,3.0,83.0,15.0,4.0,11.0,3.0,18.0,34.0,Win
Dust II,29.0,5.0,2017.0,29/5/2017,35.0,3140.0,16.0,14.0,96.0,13.0,3.0,26.0,2.0,23.0,37.0,Lost
Inferno,28.0,5.0,2017.0,28/5/2017,104.0,2564.0,10.0,16.0,88.0,10.0,1.0,22.0,0.0,20.0,21.0,Lost
Dust II,28.0,5.0,2017.0,28/5/2017,28.0,3046.0,15.0,15.0,90.0,17.0,5.0,22.0,2.0,23.0,47.0,Tie
Dust II,28.0,5.0,2017.0,28/5/2017,11.0,2809.0,12.0,16.0,89.0,21.0,5.0,19.0,2.0,14.0,54.0,Win
Mirage,28.0,5.0,2017.0,28/5/2017,16.0,2502.0,15.0,15.0,97.0,20.0,8.0,22.0,2.0,15.0,53.0,Tie
Inferno,27.0,5.0,2017.0,27/5/2017,14.0,2684.0,11.0,16.0,99.0,2.0,6.0,20.0,1.0,66.0,16.0,Win
Dust II,27.0,5.0,2017.0,27/5/2017,30.0,2178.0,6.0,16.0,101.0,8.0,1.0,17.0,1.0,12.0,19.0,Lost
Dust II,27.0,5.0,2017.0,27/5/2017,13.0,2948.0,14.0,16.0,98.0,21.0,7.0,16.0,3.0,9.0,54.0,Win
Inferno,26.0,5.0,2017.0,26/5/2017,10.0,1811.0,16.0,4.0,100.0,5.0,3.0,19.0,0.0,20.0,18.0,Lost
Mirage,25.0,5.0,2017.0,25/5/2017,401.0,2871.0,15.0,15.0,68.0,19.0,6.0,26.0,2.0,21.0,55.0,Tie
Dust II,25.0,5.0,2017.0,25/5/2017,202.0,2848.0,14.0,16.0,73.0,17.0,2.0,22.0,4.0,11.0,43.0,Lost
Overpass,25.0,5.0,2017.0,25/5/2017,255.0,2281.0,7.0,16.0,74.0,17.0,4.0,13.0,0.0,17.0,41.0,Win
Austria,24.0,5.0,2017.0,24/5/2017,156.0,2513.0,12.0,16.0,70.0,17.0,4.0,22.0,1.0,35.0,43.0,Lost
Dust II,24.0,5.0,2017.0,24/5/2017,254.0,2623.0,14.0,16.0,35.0,20.0,7.0,19.0,2.0,15.0,47.0,Lost
Mirage,23.0,5.0,2017.0,23/5/2017,551.0,1939.0,5.0,16.0,59.0,11.0,1.0,16.0,1.0,9.0,23.0,Lost
Dust II,23.0,5.0,2017.0,23/5/2017,165.0,2582.0,11.0,16.0,60.0,16.0,10.0,23.0,2.0,25.0,50.0,Win
Dust II,23.0,5.0,2017.0,23/5/2017,108.0,2108.0,10.0,16.0,43.0,12.0,3.0,18.0,2.0,50.0,34.0,Lost
Dust II,23.0,5.0,2017.0,23/5/2017,245.0,2296.0,16.0,8.0,64.0,16.0,4.0,11.0,3.0,25.0,40.0,Win
Dust II,23.0,5.0,2017.0,23/5/2017,168.0,2478.0,16.0,11.0,63.0,11.0,5.0,20.0,0.0,18.0,35.0,Lost
Dust II,23.0,5.0,2017.0,23/5/2017,167.0,1890.0,16.0,6.0,39.0,10.0,1.0,12.0,2.0,20.0,24.0,Win
Dust II,23.0,5.0,2017.0,23/5/2017,73.0,1765.0,4.0,16.0,38.0,17.0,6.0,11.0,2.0,29.0,50.0,Win
Dust II,22.0,5.0,2017.0,22/5/2017,117.0,2349.0,8.0,16.0,39.0,11.0,4.0,21.0,2.0,27.0,28.0,Lost
Dust II,22.0,5.0,2017.0,22/5/2017,104.0,1655.0,16.0,4.0,71.0,16.0,4.0,11.0,2.0,38.0,41.0,Win
Mirage,20.0,5.0,2017.0,20/5/2017,91.0,2577.0,16.0,12.0,42.0,16.0,8.0,15.0,0.0,17.0,46.0,Win
Dust II,20.0,5.0,2017.0,20/5/2017,266.0,2832.0,15.0,15.0,51.0,21.0,7.0,21.0,2.0,38.0,53.0,Tie
Dust II,19.0,5.0,2017.0,19/5/2017,252.0,2405.0,16.0,11.0,42.0,18.0,5.0,17.0,1.0,16.0,46.0,Lost
Dust II,19.0,5.0,2017.0,19/5/2017,147.0,2561.0,16.0,11.0,37.0,17.0,2.0,20.0,2.0,22.0,46.0,Lost
Dust II,12.0,5.0,2017.0,12/5/2017,166.0,2057.0,8.0,16.0,87.0,19.0,5.0,17.0,3.0,26.0,45.0,Win
Dust II,12.0,5.0,2017.0,12/5/2017,111.0,1214.0,16.0,2.0,90.0,14.0,3.0,6.0,2.0,14.0,31.0,Win
Dust II,12.0,5.0,2017.0,12/5/2017,223.0,2635.0,13.0,16.0,118.0,18.0,3.0,17.0,2.0,27.0,41.0,Lost
Dust II,12.0,5.0,2017.0,12/5/2017,208.0,2528.0,16.0,10.0,89.0,9.0,7.0,19.0,2.0,44.0,26.0,Lost
Dust II,10.0,5.0,2017.0,10/5/2017,188.0,3259.0,16.0,13.0,153.0,22.0,4.0,22.0,2.0,27.0,51.0,Lost
Dust II,9.0,5.0,2017.0,9/5/2017,259.0,2627.0,16.0,12.0,86.0,20.0,5.0,21.0,2.0,14.0,51.0,Lost
Mirage,8.0,5.0,2017.0,8/5/2017,49.0,1951.0,16.0,4.0,127.0,10.0,0.0,16.0,1.0,30.0,23.0,Lost
Dust II,7.0,5.0,2017.0,7/5/2017,303.0,2695.0,16.0,14.0,91.0,16.0,2.0,16.0,1.0,12.0,34.0,Lost
Dust II,7.0,5.0,2017.0,7/5/2017,268.0,3039.0,14.0,16.0,81.0,19.0,1.0,20.0,0.0,21.0,42.0,Lost
Dust II,7.0,5.0,2017.0,7/5/2017,308.0,2408.0,12.0,16.0,82.0,13.0,6.0,20.0,1.0,23.0,35.0,Win
Dust II,6.0,5.0,2017.0,6/5/2017,127.0,2346.0,9.0,16.0,85.0,20.0,4.0,14.0,1.0,25.0,48.0,Win
Dust II,6.0,5.0,2017.0,6/5/2017,40.0,1586.0,2.0,16.0,0.0,20.0,3.0,5.0,3.0,35.0,50.0,Win
Dust II,6.0,5.0,2017.0,6/5/2017,13.0,1773.0,16.0,4.0,92.0,13.0,6.0,8.0,1.0,7.0,34.0,Win
Dust II,6.0,5.0,2017.0,6/5/2017,12.0,1829.0,7.0,16.0,91.0,11.0,2.0,17.0,2.0,27.0,29.0,Lost
Mirage,5.0,5.0,2017.0,5/5/2017,300.0,1865.0,16.0,4.0,85.0,12.0,2.0,11.0,3.0,33.0,30.0,Win
Dust II,5.0,5.0,2017.0,5/5/2017,284.0,3035.0,15.0,15.0,81.0,31.0,5.0,17.0,5.0,35.0,74.0,Tie
Dust II,5.0,5.0,2017.0,5/5/2017,262.0,2304.0,16.0,9.0,83.0,16.0,3.0,20.0,2.0,37.0,37.0,Win
Dust II,5.0,5.0,2017.0,5/5/2017,299.0,2863.0,13.0,16.0,85.0,10.0,6.0,21.0,2.0,20.0,33.0,Win
Dust II,4.0,5.0,2017.0,4/5/2017,222.0,2195.0,16.0,8.0,90.0,17.0,4.0,21.0,1.0,35.0,44.0,Lost
Dust II,3.0,5.0,2017.0,3/5/2017,335.0,2343.0,16.0,12.0,87.0,15.0,6.0,24.0,0.0,33.0,38.0,Lost
Mirage,3.0,5.0,2017.0,3/5/2017,138.0,2817.0,14.0,16.0,129.0,15.0,6.0,22.0,2.0,13.0,49.0,Lost
Dust II,3.0,5.0,2017.0,3/5/2017,303.0,2141.0,16.0,10.0,85.0,17.0,2.0,12.0,3.0,23.0,44.0,Win
Dust II,2.0,5.0,2017.0,2/5/2017,408.0,2251.0,16.0,8.0,90.0,15.0,0.0,16.0,3.0,33.0,36.0,Win
Dust II,1.0,5.0,2017.0,1/5/2017,343.0,2509.0,11.0,16.0,95.0,18.0,1.0,16.0,2.0,0.0,50.0,Win
Dust II,1.0,5.0,2017.0,1/5/2017,14.0,2876.0,15.0,15.0,93.0,24.0,6.0,22.0,4.0,25.0,56.0,Tie
Dust II,1.0,5.0,2017.0,1/5/2017,107.0,2695.0,16.0,14.0,86.0,19.0,1.0,21.0,2.0,15.0,48.0,Win
Dust II,1.0,5.0,2017.0,1/5/2017,288.0,2422.0,10.0,16.0,85.0,18.0,9.0,19.0,2.0,22.0,53.0,Lost
Dust II,1.0,5.0,2017.0,1/5/2017,307.0,2739.0,15.0,15.0,82.0,24.0,5.0,19.0,0.0,29.0,62.0,Tie
Dust II,30.0,4.0,2017.0,30/4/2017,101.0,1784.0,14.0,4.0,92.0,12.0,4.0,8.0,0.0,25.0,30.0,Win
Dust II,30.0,4.0,2017.0,30/4/2017,399.0,1952.0,4.0,16.0,94.0,10.0,2.0,16.0,0.0,30.0,23.0,Lost
Mirage,29.0,4.0,2017.0,29/4/2017,104.0,2874.0,14.0,16.0,90.0,12.0,8.0,18.0,4.0,16.0,47.0,Lost
Dust II,29.0,4.0,2017.0,29/4/2017,32.0,2524.0,16.0,12.0,91.0,15.0,6.0,22.0,2.0,33.0,46.0,Lost
Dust II,29.0,4.0,2017.0,29/4/2017,329.0,2095.0,16.0,7.0,108.0,16.0,7.0,16.0,3.0,25.0,43.0,Win
Dust II,29.0,4.0,2017.0,29/4/2017,341.0,2706.0,16.0,14.0,88.0,13.0,3.0,22.0,1.0,30.0,40.0,Lost
Dust II,28.0,4.0,2017.0,28/4/2017,53.0,1282.0,16.0,0.0,85.0,10.0,0.0,2.0,1.0,20.0,20.0,Win
Dust II,28.0,4.0,2017.0,28/4/2017,109.0,1186.0,13.0,0.0,85.0,6.0,2.0,11.0,0.0,16.0,16.0,Lost
Dust II,28.0,4.0,2017.0,28/4/2017,245.0,2087.0,16.0,7.0,88.0,23.0,2.0,12.0,4.0,17.0,57.0,Win
Dust II,28.0,4.0,2017.0,28/4/2017,208.0,2340.0,16.0,7.0,0.0,17.0,2.0,17.0,0.0,23.0,46.0,Lost
Dust II,27.0,4.0,2017.0,27/4/2017,121.0,2106.0,9.0,16.0,89.0,10.0,5.0,20.0,2.0,30.0,29.0,Lost
Mirage,27.0,4.0,2017.0,27/4/2017,215.0,1904.0,5.0,16.0,90.0,6.0,5.0,17.0,0.0,16.0,21.0,Lost
Mirage,27.0,4.0,2017.0,27/4/2017,29.0,1868.0,5.0,16.0,80.0,12.0,3.0,19.0,1.0,23.0,27.0,Lost
Dust II,27.0,4.0,2017.0,27/4/2017,379.0,1644.0,2.0,16.0,87.0,5.0,3.0,18.0,0.0,20.0,13.0,Lost
Dust II,27.0,4.0,2017.0,27/4/2017,248.0,1928.0,16.0,4.0,82.0,18.0,3.0,14.0,1.0,38.0,45.0,Lost
Dust II,26.0,4.0,2017.0,26/4/2017,393.0,2681.0,14.0,16.0,132.0,18.0,5.0,19.0,3.0,22.0,47.0,Lost
Dust II,25.0,4.0,2017.0,25/4/2017,202.0,2603.0,12.0,16.0,82.0,20.0,5.0,22.0,2.0,10.0,52.0,Lost
Dust II,24.0,4.0,2017.0,24/4/2017,63.0,2971.0,15.0,15.0,91.0,17.0,3.0,22.0,4.0,5.0,47.0,Tie
Inferno,24.0,4.0,2017.0,24/4/2017,50.0,2357.0,6.0,16.0,94.0,13.0,2.0,18.0,1.0,15.0,29.0,Lost
Dust II,23.0,4.0,2017.0,23/4/2017,26.0,2961.0,15.0,15.0,89.0,18.0,6.0,23.0,4.0,16.0,43.0,Tie
Inferno,23.0,4.0,2017.0,23/4/2017,589.0,2754.0,14.0,16.0,87.0,17.0,4.0,22.0,2.0,29.0,43.0,Lost
Dust II,23.0,4.0,2017.0,23/4/2017,29.0,2257.0,16.0,10.0,88.0,17.0,4.0,21.0,1.0,5.0,44.0,Lost
Dust II,22.0,4.0,2017.0,22/4/2017,222.0,2160.0,16.0,9.0,80.0,23.0,4.0,14.0,3.0,17.0,54.0,Win
Dust II,22.0,4.0,2017.0,22/4/2017,10.0,1943.0,16.0,7.0,82.0,9.0,5.0,21.0,1.0,0.0,25.0,Lost
Dust II,22.0,4.0,2017.0,22/4/2017,81.0,2710.0,16.0,12.0,82.0,22.0,6.0,18.0,4.0,13.0,54.0,Lost
Dust II,22.0,4.0,2017.0,22/4/2017,241.0,2005.0,16.0,8.0,88.0,10.0,4.0,15.0,1.0,0.0,28.0,Win
Dust II,22.0,4.0,2017.0,22/4/2017,339.0,2410.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lost
Dust II,21.0,4.0,2017.0,21/4/2017,12.0,2721.0,16.0,14.0,82.0,18.0,4.0,21.0,1.0,5.0,49.0,Lost
Dust II,21.0,4.0,2017.0,21/4/2017,73.0,2164.0,16.0,7.0,85.0,10.0,3.0,19.0,1.0,30.0,23.0,Lost
Dust II,21.0,4.0,2017.0,21/4/2017,377.0,3164.0,13.0,16.0,79.0,17.0,7.0,17.0,0.0,17.0,49.0,Win
Dust II,20.0,4.0,2017.0,20/4/2017,89.0,1973.0,16.0,5.0,90.0,13.0,3.0,14.0,4.0,30.0,40.0,Win
Mirage,20.0,4.0,2017.0,20/4/2017,263.0,3155.0,16.0,14.0,0.0,16.0,1.0,17.0,1.0,25.0,42.0,Win
Dust II,18.0,4.0,2017.0,18/4/2017,233.0,2570.0,16.0,12.0,91.0,19.0,6.0,23.0,2.0,31.0,56.0,Lost
Dust II,18.0,4.0,2017.0,18/4/2017,340.0,2734.0,16.0,11.0,82.0,13.0,11.0,19.0,2.0,23.0,50.0,Win
Dust II,18.0,4.0,2017.0,18/4/2017,253.0,3265.0,14.0,16.0,90.0,22.0,5.0,20.0,5.0,27.0,61.0,Lost
Dust II,17.0,4.0,2017.0,17/4/2017,186.0,2238.0,8.0,16.0,87.0,10.0,4.0,19.0,2.0,20.0,28.0,Lost
Dust II,17.0,4.0,2017.0,17/4/2017,44.0,2398.0,10.0,16.0,90.0,29.0,5.0,16.0,4.0,20.0,74.0,Win
Dust II,17.0,4.0,2017.0,17/4/2017,336.0,2394.0,10.0,16.0,83.0,11.0,7.0,21.0,0.0,36.0,29.0,Lost
Dust II,17.0,4.0,2017.0,17/4/2017,54.0,1762.0,16.0,4.0,89.0,12.0,3.0,15.0,1.0,33.0,33.0,Lost
Dust II,16.0,4.0,2017.0,16/4/2017,229.0,2592.0,13.0,16.0,0.0,7.0,2.0,8.0,0.0,62.0,16.0,Lost
Dust II,15.0,4.0,2017.0,15/4/2017,94.0,2718.0,16.0,14.0,0.0,14.0,6.0,16.0,0.0,21.0,43.0,Lost
Dust II,15.0,4.0,2017.0,15/4/2017,327.0,2162.0,8.0,16.0,89.0,12.0,0.0,14.0,4.0,8.0,39.0,Win
Dust II,15.0,4.0,2017.0,15/4/2017,145.0,2645.0,16.0,10.0,86.0,16.0,4.0,20.0,2.0,43.0,43.0,Lost
Dust II,15.0,4.0,2017.0,15/4/2017,316.0,1624.0,3.0,16.0,89.0,9.0,0.0,17.0,0.0,20.0,18.0,Lost
Dust II,14.0,4.0,2017.0,14/4/2017,240.0,2273.0,10.0,16.0,93.0,14.0,7.0,21.0,2.0,42.0,40.0,Lost
Dust II,14.0,4.0,2017.0,14/4/2017,263.0,2082.0,10.0,16.0,0.0,3.0,1.0,8.0,0.0,0.0,7.0,Lost
Dust II,14.0,4.0,2017.0,14/4/2017,269.0,2492.0,16.0,11.0,88.0,22.0,9.0,20.0,1.0,22.0,56.0,Lost
Dust II,14.0,4.0,2017.0,14/4/2017,65.0,1878.0,16.0,6.0,79.0,11.0,3.0,12.0,1.0,27.0,34.0,Win
Dust II,14.0,4.0,2017.0,14/4/2017,283.0,2466.0,10.0,16.0,89.0,16.0,2.0,14.0,0.0,43.0,46.0,Win
Dust II,14.0,4.0,2017.0,14/4/2017,358.0,2369.0,16.0,4.0,88.0,16.0,3.0,10.0,4.0,31.0,40.0,Win
Cache,13.0,4.0,2017.0,13/4/2017,237.0,1982.0,7.0,16.0,89.0,13.0,6.0,13.0,1.0,30.0,43.0,Win
Cache,13.0,4.0,2017.0,13/4/2017,28.0,2472.0,10.0,16.0,88.0,8.0,3.0,19.0,1.0,37.0,25.0,Win
Dust II,13.0,4.0,2017.0,13/4/2017,96.0,1995.0,16.0,5.0,83.0,17.0,2.0,17.0,2.0,17.0,44.0,Lost
Dust II,12.0,4.0,2017.0,12/4/2017,98.0,2003.0,7.0,16.0,86.0,11.0,5.0,21.0,0.0,36.0,33.0,Lost
Dust II,12.0,4.0,2017.0,12/4/2017,372.0,1854.0,16.0,8.0,82.0,6.0,5.0,18.0,0.0,16.0,20.0,Lost
Dust II,12.0,4.0,2017.0,12/4/2017,460.0,2595.0,16.0,9.0,88.0,11.0,2.0,14.0,1.0,9.0,33.0,Win
Dust II,11.0,4.0,2017.0,11/4/2017,392.0,2655.0,9.0,16.0,93.0,17.0,3.0,19.0,1.0,5.0,39.0,Lost
Dust II,11.0,4.0,2017.0,11/4/2017,300.0,2588.0,15.0,15.0,90.0,17.0,5.0,20.0,4.0,17.0,43.0,Tie
Dust II,9.0,4.0,2017.0,9/4/2017,56.0,2285.0,11.0,16.0,90.0,20.0,6.0,20.0,4.0,15.0,48.0,Win
Dust II,9.0,4.0,2017.0,9/4/2017,213.0,2498.0,10.0,16.0,376.0,13.0,1.0,22.0,0.0,30.0,28.0,Lost
Dust II,9.0,4.0,2017.0,9/4/2017,238.0,3244.0,15.0,15.0,88.0,23.0,3.0,21.0,2.0,21.0,59.0,Tie
Dust II,8.0,4.0,2017.0,8/4/2017,80.0,2211.0,10.0,16.0,88.0,13.0,2.0,16.0,3.0,15.0,42.0,Win
Mirage,8.0,4.0,2017.0,8/4/2017,96.0,2644.0,16.0,13.0,90.0,20.0,5.0,21.0,1.0,20.0,47.0,Win
Dust II,7.0,4.0,2017.0,7/4/2017,130.0,2677.0,15.0,15.0,92.0,21.0,2.0,18.0,2.0,28.0,53.0,Tie
Dust II,7.0,4.0,2017.0,7/4/2017,21.0,2574.0,16.0,13.0,93.0,13.0,3.0,21.0,2.0,23.0,36.0,Win
Dust II,7.0,4.0,2017.0,7/4/2017,204.0,2644.0,16.0,14.0,86.0,18.0,5.0,20.0,1.0,16.0,44.0,Win
Dust II,7.0,4.0,2017.0,7/4/2017,356.0,2459.0,16.0,10.0,90.0,12.0,4.0,19.0,0.0,8.0,32.0,Lost
Dust II,7.0,4.0,2017.0,7/4/2017,191.0,2754.0,14.0,16.0,95.0,18.0,8.0,21.0,2.0,16.0,49.0,Win
Dust II,7.0,4.0,2017.0,7/4/2017,293.0,2436.0,16.0,9.0,88.0,12.0,6.0,23.0,2.0,16.0,32.0,Lost
Dust II,7.0,4.0,2017.0,7/4/2017,325.0,2920.0,14.0,16.0,90.0,15.0,5.0,22.0,2.0,20.0,46.0,Lost
Dust II,7.0,4.0,2017.0,7/4/2017,188.0,1595.0,16.0,3.0,90.0,8.0,1.0,16.0,1.0,12.0,21.0,Lost
Dust II,6.0,4.0,2017.0,6/4/2017,45.0,2760.0,13.0,16.0,110.0,14.0,4.0,21.0,0.0,28.0,32.0,Win
Dust II,6.0,4.0,2017.0,6/4/2017,130.0,2378.0,16.0,8.0,74.0,13.0,3.0,15.0,1.0,0.0,37.0,Win
Dust II,6.0,4.0,2017.0,6/4/2017,41.0,2092.0,5.0,16.0,129.0,8.0,2.0,18.0,0.0,37.0,20.0,Lost
Dust II,6.0,4.0,2017.0,6/4/2017,500.0,3024.0,16.0,14.0,78.0,11.0,6.0,26.0,0.0,36.0,34.0,Lost
Dust II,6.0,4.0,2017.0,6/4/2017,142.0,2106.0,16.0,6.0,0.0,5.0,3.0,3.0,0.0,60.0,14.0,Win
Dust II,5.0,4.0,2017.0,5/4/2017,186.0,3228.0,14.0,16.0,89.0,13.0,4.0,20.0,1.0,53.0,35.0,Lost
Dust II,5.0,4.0,2017.0,5/4/2017,277.0,2397.0,16.0,12.0,185.0,15.0,1.0,15.0,1.0,40.0,38.0,Win
Dust II,5.0,4.0,2017.0,5/4/2017,32.0,2329.0,16.0,11.0,210.0,13.0,4.0,18.0,0.0,28.0,31.0,Lost
Mirage,5.0,4.0,2017.0,5/4/2017,258.0,1934.0,8.0,16.0,138.0,13.0,1.0,19.0,0.0,7.0,34.0,Lost
Mirage,4.0,4.0,2017.0,4/4/2017,137.0,1635.0,16.0,2.0,119.0,12.0,3.0,5.0,2.0,16.0,27.0,Win
Dust II,4.0,4.0,2017.0,4/4/2017,172.0,2880.0,16.0,14.0,96.0,20.0,4.0,23.0,2.0,5.0,49.0,Lost
Dust II,4.0,4.0,2017.0,4/4/2017,180.0,1609.0,3.0,16.0,115.0,15.0,5.0,7.0,4.0,20.0,45.0,Win
Mirage,3.0,4.0,2017.0,3/4/2017,85.0,2783.0,16.0,13.0,119.0,24.0,6.0,18.0,2.0,16.0,63.0,Win
Dust II,3.0,4.0,2017.0,3/4/2017,80.0,2324.0,16.0,12.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,Win
Inferno,2.0,4.0,2017.0,2/4/2017,224.0,1873.0,5.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Lost
Dust II,2.0,4.0,2017.0,2/4/2017,103.0,2565.0,16.0,10.0,116.0,22.0,4.0,21.0,3.0,22.0,58.0,Lost
Dust II,2.0,4.0,2017.0,2/4/2017,150.0,2778.0,16.0,13.0,115.0,34.0,5.0,19.0,4.0,8.0,83.0,Win
Dust II,1.0,4.0,2017.0,1/4/2017,10.0,1940.0,16.0,6.0,92.0,13.0,0.0,21.0,1.0,15.0,30.0,Lost
Dust II,1.0,4.0,2017.0,1/4/2017,109.0,2940.0,15.0,15.0,90.0,24.0,4.0,22.0,2.0,41.0,64.0,Tie
Dust II,1.0,4.0,2017.0,1/4/2017,11.0,2970.0,16.0,13.0,88.0,20.0,7.0,21.0,2.0,20.0,56.0,Win
Dust II,1.0,4.0,2017.0,1/4/2017,90.0,2720.0,16.0,11.0,91.0,19.0,7.0,20.0,2.0,21.0,54.0,Win
Mirage,1.0,4.0,2017.0,1/4/2017,236.0,2356.0,10.0,16.0,115.0,18.0,6.0,19.0,1.0,0.0,47.0,Lost
Dust II,1.0,4.0,2017.0,1/4/2017,117.0,2443.0,9.0,16.0,114.0,12.0,6.0,21.0,2.0,16.0,32.0,Lost
Dust II,31.0,3.0,2017.0,31/3/2017,11.0,2519.0,16.0,10.0,84.0,10.0,4.0,22.0,3.0,60.0,34.0,Lost
Dust II,31.0,3.0,2017.0,31/3/2017,93.0,1733.0,3.0,16.0,87.0,22.0,6.0,8.0,3.0,36.0,62.0,Win
Dust II,31.0,3.0,2017.0,31/3/2017,241.0,2453.0,16.0,11.0,114.0,23.0,3.0,14.0,1.0,34.0,55.0,Win
Dust II,31.0,3.0,2017.0,31/3/2017,207.0,2022.0,5.0,16.0,89.0,15.0,4.0,18.0,0.0,13.0,38.0,Lost
Dust II,31.0,3.0,2017.0,31/3/2017,158.0,2185.0,16.0,10.0,91.0,24.0,6.0,15.0,3.0,20.0,59.0,Win
Dust II,31.0,3.0,2017.0,31/3/2017,219.0,1267.0,2.0,14.0,95.0,7.0,3.0,12.0,1.0,28.0,17.0,Lost
Dust II,31.0,3.0,2017.0,31/3/2017,388.0,2563.0,12.0,16.0,93.0,18.0,2.0,17.0,1.0,27.0,44.0,Win
Overpass,31.0,3.0,2017.0,31/3/2017,211.0,3082.0,16.0,14.0,120.0,13.0,4.0,17.0,3.0,15.0,44.0,Lost
Dust II,31.0,3.0,2017.0,31/3/2017,300.0,2928.0,15.0,15.0,115.0,12.0,3.0,20.0,1.0,25.0,34.0,Tie
Inferno,31.0,3.0,2017.0,31/3/2017,258.0,2018.0,4.0,16.0,126.0,7.0,7.0,20.0,0.0,25.0,23.0,Lost
Dust II,30.0,3.0,2017.0,30/3/2017,216.0,2126.0,7.0,16.0,124.0,16.0,4.0,21.0,3.0,25.0,37.0,Lost
Dust II,30.0,3.0,2017.0,30/3/2017,215.0,1321.0,1.0,16.0,130.0,14.0,2.0,16.0,1.0,28.0,30.0,Lost
Dust II,30.0,3.0,2017.0,30/3/2017,195.0,2712.0,12.0,16.0,128.0,19.0,4.0,17.0,5.0,36.0,57.0,Lost
Dust II,30.0,3.0,2017.0,30/3/2017,215.0,1746.0,16.0,3.0,151.0,8.0,1.0,17.0,0.0,33.0,25.0,Lost
Dust II,30.0,3.0,2017.0,30/3/2017,257.0,2319.0,16.0,9.0,121.0,19.0,5.0,14.0,3.0,30.0,53.0,Win
Dust II,29.0,3.0,2017.0,29/3/2017,166.0,2244.0,10.0,16.0,92.0,9.0,7.0,21.0,1.0,11.0,27.0,Lost
Dust II,29.0,3.0,2017.0,29/3/2017,192.0,2396.0,16.0,11.0,115.0,22.0,3.0,18.0,1.0,9.0,53.0,Lost
Dust II,29.0,3.0,2017.0,29/3/2017,10.0,1760.0,5.0,16.0,89.0,17.0,5.0,11.0,1.0,35.0,50.0,Win
Dust II,29.0,3.0,2017.0,29/3/2017,12.0,1557.0,16.0,3.0,123.0,15.0,1.0,9.0,5.0,33.0,36.0,Win
Dust II,29.0,3.0,2017.0,29/3/2017,307.0,1390.0,10.0,7.0,129.0,12.0,4.0,11.0,2.0,16.0,30.0,Win
Dust II,28.0,3.0,2017.0,28/3/2017,17.0,1900.0,16.0,8.0,94.0,5.0,4.0,16.0,1.0,20.0,21.0,Lost
